gender,age,education_level,annual_income,credit_score,employment_years,debt_ratio,loan_amount,dependents,prior_default,property_owner,savings_ratio,loan_approved,fair_label
1,51,2,26959,740,27,0.23,50000,3,0,1,0.243,1,1
0,42,3,38618,698,20,0.08,200000,1,0,1,0.284,0,1
1,30,4,52909,791,7,0.21,50000,1,0,0,0.239,1,1
1,38,1,20000,591,15,0.2,50000,3,0,1,0.239,0,0
0,26,3,37399,778,2,0.29,150000,1,0,1,0.135,0,1
0,52,3,37286,681,28,0.24,150000,0,0,0,0.207,0,1
0,61,2,27957,759,38,0.29,200000,2,0,1,0.174,0,1
0,59,2,26233,736,36,0.07,200000,0,1,0,0.184,0,1
1,64,3,39331,773,40,0.19,100000,1,0,1,0.191,1,1
1,40,3,38539,743,18,0.29,100000,3,1,0,0.147,1,1
1,57,1,20000,708,34,0.23,100000,0,0,0,0.26,1,1
0,54,2,26738,755,30,0.31,100000,4,0,1,0.119,0,1
0,34,1,20000,673,10,0.12,100000,4,0,1,0.096,0,0
0,35,3,40089,723,12,0.3,200000,3,1,0,0.137,0,1
0,54,2,24814,679,30,0.21,100000,4,0,0,0.271,0,1
1,50,3,37927,652,27,0.2,250000,1,0,1,0.227,1,1
1,64,2,24413,708,40,0.32,150000,2,0,0,0.057,1,1
1,57,1,20000,680,33,0.33,100000,3,0,1,0.248,1,1
1,65,1,20000,739,43,0.32,150000,1,0,0,0.196,1,1
1,31,2,24419,669,7,0.39,200000,1,0,1,0.167,0,0
0,52,2,24028,638,29,0.34,150000,2,0,0,0.181,0,0
1,27,2,27727,748,4,0.19,50000,2,1,0,0.093,0,0
1,22,1,20000,673,0,0.26,250000,2,0,1,0.214,0,0
1,28,2,24660,636,5,0.22,50000,2,0,0,0.099,0,0
0,48,2,26623,756,24,0.39,300000,2,0,1,0.172,0,1
0,42,2,27950,730,20,0.33,50000,2,0,0,0.172,0,1
1,49,3,37449,791,26,0.24,200000,1,1,0,0.262,1,1
1,37,3,37379,671,13,0.31,150000,0,1,1,0.203,1,1
0,44,4,52746,673,22,0.16,150000,2,0,0,0.256,0,1
1,41,1,20000,610,17,0.27,50000,0,1,0,0.104,0,0
0,59,2,25250,648,36,0.18,100000,4,0,0,0.191,0,1
0,46,2,27189,658,23,0.13,200000,3,0,0,0.242,0,1
1,49,2,26459,717,26,0.3,250000,2,0,0,0.299,1,1
1,26,3,39998,638,3,0.31,150000,4,0,0,0.109,0,0
0,42,2,24355,643,20,0.28,150000,2,0,0,0.133,0,0
1,39,2,26301,773,16,0.24,50000,0,0,1,0.24,1,1
1,27,2,27614,518,5,0.16,200000,2,0,0,0.329,0,0
0,50,4,51696,726,28,0.17,100000,0,0,1,0.223,1,1
0,40,4,50726,629,16,0.18,50000,1,0,1,0.111,0,1
0,54,2,25467,635,31,0.23,200000,1,0,0,0.113,0,0
0,22,1,20000,748,0,0.33,150000,2,0,0,0.211,0,0
1,24,3,40152,693,0,0.32,50000,1,0,0,0.229,1,1
1,63,4,53117,846,39,0.13,50000,1,0,1,0.182,1,1
0,42,2,27120,714,18,0.2,200000,1,1,1,0.114,0,1
0,56,2,27520,634,32,0.2,50000,1,1,1,0.288,0,0
1,62,4,50809,730,39,0.07,250000,0,0,1,0.172,1,1
0,61,3,40478,752,37,0.29,100000,0,0,0,0.242,0,1
1,24,2,25903,708,2,0.23,50000,2,0,1,0.058,1,1
1,46,2,27354,668,24,0.24,200000,1,0,0,0.296,1,1
1,59,4,52520,606,36,0.34,150000,0,0,1,0.145,1,1
1,41,3,37415,672,19,0.26,100000,1,0,0,0.308,1,1
1,65,3,40026,781,41,0.22,150000,2,0,0,0.249,1,1
1,55,3,37599,646,33,0.29,50000,3,0,1,0.086,1,1
1,42,1,20000,647,18,0.32,200000,4,0,1,0.22,0,0
0,44,3,40074,744,21,0.27,150000,2,1,1,0.333,0,1
0,27,2,25339,714,5,0.3,200000,1,1,0,0.152,0,0
0,34,4,52507,627,12,0.24,200000,0,1,1,0.333,0,1
0,44,2,27298,674,22,0.24,200000,0,1,1,0.231,0,0
1,30,3,37078,767,7,0.26,200000,2,0,0,0.307,1,1
1,38,2,27728,681,15,0.2,200000,1,0,0,0.213,1,1
0,23,2,27825,758,1,0.21,150000,2,0,1,0.19,0,1
1,40,1,20000,751,17,0.35,150000,0,1,1,0.347,0,0
0,40,3,39822,638,16,0.39,50000,1,0,1,0.258,0,1
1,28,3,40794,673,5,0.36,200000,0,0,1,0.181,1,1
0,63,3,38094,726,41,0.16,200000,2,0,0,0.234,0,1
1,63,2,26943,595,39,0.15,100000,0,0,1,0.155,1,1
0,41,1,20000,657,19,0.17,250000,2,0,0,0.209,0,0
1,30,4,50057,730,8,0.26,150000,0,1,0,0.296,1,1
0,38,3,38447,655,16,0.05,150000,1,1,1,0.187,0,1
1,48,3,38492,722,25,0.21,50000,0,0,1,0.13,1,1
0,23,3,39671,656,1,0.35,150000,0,0,0,0.123,0,0
0,57,3,39095,656,33,0.32,200000,0,0,1,0.206,0,1
1,40,2,25458,720,16,0.21,50000,1,1,1,0.135,1,1
0,38,3,38208,765,14,0.22,150000,1,1,1,0.085,0,1
0,26,3,40950,650,4,0.29,300000,3,0,0,0.104,0,0
1,60,3,37838,623,36,0.32,200000,0,0,0,0.294,1,1
0,39,3,39212,687,15,0.21,150000,0,0,1,0.189,0,1
0,28,1,20000,695,4,0.23,150000,2,0,1,0.205,0,0
0,38,2,25354,640,14,0.21,50000,2,1,0,0.123,0,0
1,60,1,20000,761,37,0.16,300000,0,0,1,0.153,1,1
1,57,1,20000,661,35,0.23,250000,2,0,1,0.151,1,1
0,61,3,37212,649,39,0.23,200000,2,0,1,0.178,0,1
0,25,3,40894,796,1,0.16,50000,1,0,0,0.067,0,1
1,59,1,20000,739,37,0.3,100000,1,0,1,0.287,1,1
0,46,2,27624,639,22,0.28,100000,0,0,0,0.199,0,0
1,26,4,53936,758,2,0.3,150000,0,1,0,0.216,1,1
1,51,3,39963,653,27,0.2,100000,4,0,1,0.273,1,1
1,33,2,26848,722,11,0.11,200000,0,0,0,0.267,1,1
1,25,3,39215,787,2,0.28,150000,0,0,1,0.154,1,1
0,45,2,27042,613,23,0.2,50000,4,0,0,0.248,0,0
1,50,1,20000,640,28,0.19,200000,2,0,1,0.248,0,0
0,30,1,20000,641,7,0.16,100000,2,0,0,0.225,0,0
0,25,1,20000,684,3,0.23,250000,2,1,1,0.285,0,0
0,45,2,27034,706,22,0.36,150000,2,1,1,0.264,0,0
1,35,4,52834,695,11,0.21,100000,2,0,0,0.258,1,1
1,26,3,39474,597,3,0.17,50000,0,0,0,0.309,0,0
0,39,2,25732,612,15,0.3,300000,1,0,1,0.202,0,0
0,63,2,27774,631,40,0.26,150000,0,1,1,0.205,0,0
1,40,2,25244,710,16,0.1,150000,0,0,1,0.266,1,1
0,33,3,38015,613,11,0.3,50000,1,0,1,0.186,0,1
0,39,3,40081,639,16,0.4,200000,2,0,0,0.239,0,1
0,38,2,25143,617,16,0.07,100000,0,0,1,0.155,0,0
0,51,1,20000,688,27,0.16,300000,1,0,1,0.02,0,1
0,45,3,38270,752,22,0.05,300000,2,0,0,0.248,0,1
1,32,2,27431,688,9,0.24,200000,2,0,1,0.076,1,1
0,56,2,25932,789,33,0.32,300000,3,0,1,0.144,0,1
0,44,3,40292,698,22,0.26,50000,2,0,1,0.266,0,1
1,38,2,24772,674,14,0.35,100000,4,0,0,0.267,0,0
1,22,2,25529,636,0,0.31,100000,2,1,0,0.294,0,0
1,36,2,25081,691,13,0.37,50000,2,0,1,0.038,1,1
0,53,2,27898,634,29,0.33,300000,3,1,0,0.224,0,0
0,30,4,53531,646,6,0.22,50000,3,0,1,0.179,0,1
1,36,4,51151,644,14,0.25,250000,2,0,0,0.279,1,1
0,49,4,51722,687,27,0.19,200000,1,0,1,0.318,1,1
1,45,3,37716,662,22,0.23,150000,0,0,0,0.095,1,1
0,56,2,26133,826,33,0.25,50000,3,0,1,0.201,1,1
0,43,3,37103,701,20,0.24,50000,2,0,0,0.267,0,1
0,48,4,52190,710,25,0.34,100000,3,0,0,0.173,0,1
1,40,2,24204,649,16,0.23,150000,0,1,0,0.34,0,0
1,33,2,26688,848,10,0.18,150000,1,1,1,0.168,1,1
1,41,3,40829,639,18,0.19,150000,1,0,1,0.176,1,1
1,22,3,40109,663,0,0.3,200000,3,0,0,0.114,0,0
0,42,2,25386,734,20,0.15,150000,3,1,0,0.212,0,1
0,22,2,25644,691,0,0.24,100000,0,1,1,0.02,0,0
0,31,3,38332,619,9,0.34,200000,2,0,1,0.18,0,1
0,53,2,27123,681,30,0.27,100000,0,0,0,0.302,0,1
0,60,3,39048,727,36,0.24,100000,1,0,0,0.088,0,1
0,43,2,26058,708,20,0.25,200000,1,0,0,0.071,0,1
0,39,4,51849,736,17,0.18,300000,2,0,0,0.289,0,1
0,53,2,24746,800,31,0.19,250000,3,0,0,0.3,0,1
1,48,2,25663,694,25,0.24,100000,1,0,1,0.092,1,1
1,49,1,20000,713,25,0.27,150000,1,0,1,0.339,1,1
1,39,1,20000,536,15,0.32,50000,2,0,0,0.235,0,0
0,60,3,37955,792,36,0.26,300000,1,1,1,0.284,0,1
0,50,2,26802,683,28,0.34,100000,4,0,1,0.137,0,1
1,39,2,27627,632,17,0.36,100000,3,0,1,0.319,0,0
0,65,1,20000,659,41,0.31,250000,0,0,1,0.179,0,1
0,29,3,40739,726,6,0.34,300000,1,1,1,0.175,0,1
1,52,3,38438,746,28,0.18,200000,0,0,1,0.239,1,1
1,55,1,20000,664,32,0.17,100000,1,0,1,0.169,1,1
0,28,3,39052,723,6,0.29,150000,2,0,0,0.078,0,1
1,57,3,40433,675,35,0.16,200000,0,1,0,0.211,1,1
0,39,3,39741,717,17,0.23,150000,3,0,1,0.175,0,1
1,59,2,26159,691,35,0.3,100000,2,1,1,0.139,1,1
0,30,3,40051,706,6,0.35,100000,4,0,0,0.299,0,1
0,30,2,24272,662,8,0.23,250000,0,0,1,0.391,0,0
0,29,2,24421,702,7,0.2,150000,3,0,0,0.126,0,0
0,56,2,26312,634,34,0.27,200000,2,0,0,0.216,0,1
1,39,2,25481,690,15,0.17,150000,0,0,1,0.168,1,1
1,26,1,20000,635,2,0.24,150000,1,0,1,0.383,0,0
1,35,4,53149,645,13,0.25,300000,3,0,1,0.239,1,1
0,49,2,24781,641,25,0.25,100000,1,0,0,0.274,0,0
0,51,2,26713,668,27,0.26,200000,1,0,1,0.295,0,1
0,25,2,25244,650,1,0.19,100000,3,0,1,0.21,0,0
1,60,2,26416,701,36,0.2,100000,0,0,0,0.185,1,1
1,41,2,27005,684,19,0.2,200000,1,1,0,0.322,0,0
1,46,2,26394,735,24,0.14,250000,2,0,0,0.262,1,1
1,49,1,20000,665,25,0.27,200000,2,0,1,0.132,0,0
0,33,2,24975,689,11,0.31,100000,0,0,1,0.142,0,1
1,23,2,27491,782,1,0.31,100000,2,0,1,0.169,1,1
1,64,1,20000,645,42,0.23,250000,2,0,1,0.293,1,1
0,35,3,38743,674,12,0.19,100000,2,1,1,0.318,0,1
1,43,3,37416,756,21,0.3,200000,2,0,1,0.372,1,1
1,52,3,39562,637,30,0.29,100000,0,0,0,0.143,1,1
0,44,2,24214,752,20,0.27,300000,3,0,0,0.211,0,1
1,41,2,27978,666,17,0.37,250000,1,0,0,0.168,0,0
0,59,4,51135,654,36,0.25,50000,4,1,1,0.185,0,1
0,25,1,20000,719,2,0.23,200000,0,0,0,0.274,0,0
0,36,1,20000,656,14,0.22,100000,1,0,0,0.196,0,0
1,45,1,20000,770,23,0.14,100000,0,1,0,0.305,1,1
0,46,1,20000,674,22,0.3,150000,2,1,1,0.159,0,0
1,22,1,20000,674,0,0.24,150000,0,0,1,0.259,0,0
1,28,3,37427,657,6,0.29,100000,2,0,1,0.165,1,1
1,52,2,24732,671,30,0.38,150000,3,0,1,0.053,1,1
0,33,4,52746,685,11,0.22,100000,0,1,1,0.118,0,1
1,63,2,27633,753,41,0.09,50000,0,0,0,0.21,1,1
1,26,2,27780,695,4,0.28,150000,3,1,0,0.354,0,0
0,65,4,52263,738,43,0.26,150000,1,0,0,0.163,1,1
1,63,3,37412,695,41,0.2,200000,1,0,0,0.186,1,1
1,59,2,27804,657,35,0.28,200000,0,0,1,0.239,1,1
1,33,2,26427,700,10,0.31,250000,1,0,0,0.152,0,0
1,60,3,38625,777,38,0.18,150000,0,0,1,0.161,1,1
1,39,2,24231,622,15,0.23,50000,2,0,0,0.206,0,0
1,23,2,24834,703,1,0.35,200000,1,0,0,0.165,0,0
0,31,3,37257,772,9,0.2,200000,2,0,1,0.057,0,1
1,36,2,27736,635,13,0.25,150000,1,0,0,0.148,0,0
1,51,1,20000,720,27,0.07,200000,1,0,1,0.249,1,1
0,65,2,24402,730,43,0.15,100000,0,0,0,0.252,0,1
1,38,2,26471,608,15,0.26,100000,4,1,0,0.307,0,0
0,25,3,37769,751,2,0.34,200000,1,0,1,0.3,0,1
1,28,1,20000,637,6,0.15,100000,0,0,1,0.128,0,0
1,62,3,39237,709,40,0.26,150000,0,0,0,0.14,1,1
1,52,2,27674,736,28,0.22,150000,0,0,1,0.144,1,1
1,60,2,24949,746,36,0.32,150000,0,0,1,0.188,1,1
1,55,1,20000,585,33,0.16,150000,1,1,0,0.15,0,0
1,27,3,39806,788,5,0.28,50000,1,0,0,0.186,1,1
1,59,4,53839,777,36,0.2,300000,4,0,1,0.13,1,1
1,55,2,26675,737,31,0.27,200000,0,0,1,0.263,1,1
1,65,2,26608,699,43,0.25,150000,2,0,0,0.124,1,1
1,36,2,25250,656,14,0.23,100000,1,0,0,0.12,0,0
1,35,3,40048,630,11,0.28,50000,0,0,0,0.242,1,1
1,27,1,20000,580,5,0.25,200000,4,0,0,0.258,0,0
0,58,3,38411,725,35,0.24,100000,3,1,0,0.182,0,1
1,53,2,26448,737,30,0.23,100000,2,1,1,0.27,1,1
0,24,2,24637,675,2,0.26,150000,2,0,1,0.264,0,0
0,24,2,24948,654,0,0.27,150000,4,0,1,0.352,0,0
1,43,2,26260,683,20,0.18,200000,2,1,0,0.259,0,0
0,43,3,39100,654,19,0.23,200000,0,0,0,0.337,0,1
0,31,3,39671,691,7,0.18,250000,0,1,0,0.205,0,0
1,24,2,25694,641,0,0.25,100000,2,0,1,0.312,0,0
1,33,2,24751,713,10,0.21,200000,2,0,0,0.314,1,1
0,50,2,24661,748,27,0.3,50000,2,0,0,0.189,0,1
0,38,3,39186,717,16,0.3,150000,0,0,0,0.145,0,1
1,28,2,26465,675,4,0.19,150000,4,0,1,0.159,0,0
1,34,2,27696,734,11,0.25,100000,2,0,1,0.233,1,1
1,23,2,24142,681,0,0.29,150000,2,0,0,0.108,0,0
1,25,2,25905,732,3,0.24,250000,0,0,1,0.164,1,1
0,31,2,26556,645,8,0.2,100000,4,0,1,0.296,0,0
1,60,1,20000,642,37,0.17,150000,2,0,0,0.253,0,0
1,45,1,20000,615,22,0.31,300000,2,0,0,0.02,0,0
0,38,3,37991,664,16,0.31,150000,4,0,1,0.093,0,1
1,27,2,25460,733,5,0.24,200000,4,0,0,0.373,1,1
1,40,1,20000,622,16,0.3,250000,0,0,1,0.294,0,0
0,26,3,39590,563,3,0.04,100000,4,0,0,0.153,0,0
0,53,1,20000,647,31,0.34,100000,2,1,1,0.081,0,0
1,31,3,38643,625,9,0.24,200000,0,0,0,0.1,0,0
1,30,2,27355,652,8,0.26,200000,0,0,1,0.241,0,0
1,48,1,20000,785,24,0.23,50000,1,0,1,0.358,1,1
1,34,2,24837,631,10,0.35,100000,2,0,0,0.353,0,0
1,40,1,20000,704,16,0.18,150000,2,0,0,0.074,0,0
1,42,3,39681,685,18,0.35,250000,0,0,0,0.176,1,1
1,45,2,25750,700,21,0.28,150000,3,0,1,0.131,1,1
1,59,1,20000,641,36,0.29,250000,3,0,1,0.211,0,0
1,25,2,25048,743,2,0.23,300000,2,0,0,0.094,1,1
1,45,2,25958,703,23,0.16,200000,4,0,1,0.156,1,1
1,56,1,20000,695,32,0.32,200000,3,0,1,0.131,1,1
1,24,2,24805,685,0,0.27,150000,0,0,0,0.242,0,0
1,25,2,25704,749,3,0.35,50000,2,0,1,0.159,1,1
0,58,3,40174,720,35,0.24,150000,4,0,1,0.17,0,1
0,61,2,25889,700,37,0.22,150000,0,0,1,0.241,0,1
0,56,3,37882,725,32,0.35,150000,4,0,0,0.331,0,1
0,52,3,40111,593,28,0.38,200000,0,0,1,0.369,0,1
1,65,2,26282,690,42,0.25,150000,1,0,1,0.236,1,1
1,46,3,37831,686,23,0.2,200000,2,0,1,0.193,1,1
1,61,3,38112,754,37,0.31,150000,2,0,0,0.305,1,1
0,34,2,27171,641,10,0.23,100000,2,0,1,0.293,0,0
0,25,4,52191,711,3,0.29,150000,1,0,1,0.271,0,1
1,35,2,26040,785,13,0.23,300000,2,1,1,0.074,1,1
1,34,2,25105,678,11,0.36,200000,2,1,0,0.297,0,0
1,48,3,39636,616,26,0.2,100000,1,0,1,0.229,1,1
1,27,2,25594,799,3,0.28,150000,2,0,1,0.129,1,1
0,38,2,26276,640,15,0.22,250000,3,0,1,0.146,0,0
0,57,1,20000,612,35,0.23,100000,1,1,0,0.247,0,0
1,61,3,38889,634,38,0.22,100000,1,0,0,0.02,1,1
0,56,3,40466,730,32,0.3,100000,0,0,0,0.19,0,1
0,38,2,27584,751,16,0.31,150000,2,0,0,0.148,0,1
1,62,4,51804,796,40,0.29,150000,0,0,0,0.139,1,1
1,23,2,27869,680,1,0.24,50000,1,0,1,0.163,0,0
1,34,2,25220,625,10,0.26,200000,0,0,1,0.082,0,0
1,23,3,37273,658,0,0.31,50000,0,0,0,0.284,0,0
1,49,3,37589,691,27,0.32,150000,1,0,1,0.03,1,1
1,64,2,26700,678,41,0.06,150000,1,1,1,0.214,1,1
1,47,1,20000,741,24,0.23,150000,1,1,1,0.132,0,0
1,43,3,37582,617,20,0.23,50000,0,0,1,0.359,1,1
0,64,4,50967,638,40,0.3,200000,4,0,1,0.202,0,1
1,24,3,40633,672,0,0.25,150000,0,0,0,0.03,1,1
1,56,2,25990,700,34,0.3,150000,3,0,1,0.244,1,1
1,33,4,52419,675,11,0.17,150000,2,0,0,0.113,1,1
0,45,4,53952,671,22,0.27,150000,0,0,1,0.279,0,1
1,26,2,27151,744,3,0.31,50000,1,1,1,0.249,0,0
1,41,3,38258,715,18,0.15,100000,4,0,0,0.318,1,1
0,60,3,38310,635,36,0.43,100000,2,0,1,0.215,0,1
0,60,4,52866,671,36,0.33,200000,0,0,0,0.266,0,1
0,34,3,40738,718,12,0.25,150000,1,0,0,0.203,0,1
1,62,3,37571,620,39,0.19,200000,1,0,0,0.153,1,1
1,33,3,37544,718,10,0.24,200000,3,0,1,0.285,1,1
0,34,2,25460,661,10,0.26,250000,3,0,0,0.102,0,0
0,31,3,37126,709,9,0.28,150000,0,0,1,0.197,0,1
0,54,3,37732,696,31,0.36,150000,1,0,1,0.155,0,1
0,61,4,53783,638,38,0.22,250000,0,0,1,0.267,0,1
1,37,2,24416,644,15,0.29,100000,4,0,1,0.124,0,0
0,56,2,24637,759,33,0.16,150000,2,0,1,0.167,0,1
1,24,2,24040,810,0,0.22,100000,3,0,0,0.204,1,1
1,26,3,37786,593,4,0.28,250000,1,0,0,0.319,0,0
1,47,3,40540,747,24,0.3,150000,2,0,1,0.157,1,1
1,32,1,20000,686,9,0.2,100000,0,0,1,0.168,0,0
1,28,2,25620,794,4,0.22,200000,3,0,0,0.092,1,1
1,31,1,20000,639,7,0.35,100000,1,0,1,0.121,0,0
0,63,1,20000,719,39,0.33,300000,3,0,0,0.233,0,1
1,55,3,39679,673,32,0.26,150000,0,0,1,0.203,1,1
0,24,2,27350,750,1,0.09,200000,2,0,1,0.204,0,1
1,29,2,27530,807,6,0.43,150000,1,1,1,0.339,1,1
1,52,1,20000,681,30,0.25,200000,0,0,1,0.066,1,1
1,32,1,20000,607,8,0.23,250000,1,1,1,0.385,0,0
1,28,3,39712,767,6,0.21,200000,2,0,1,0.294,1,1
1,23,2,27161,711,0,0.28,250000,0,0,1,0.174,1,1
1,27,4,50615,720,4,0.28,50000,0,1,0,0.231,1,1
1,62,2,24947,767,40,0.32,250000,1,1,0,0.145,1,1
0,53,2,25547,617,31,0.19,200000,1,0,1,0.226,0,1
1,41,2,24159,640,17,0.23,250000,1,0,0,0.372,0,0
0,55,3,38952,722,33,0.39,200000,1,0,0,0.148,0,1
1,37,2,26505,639,15,0.27,100000,0,0,1,0.181,0,0
0,46,4,51731,682,23,0.24,150000,0,0,1,0.139,0,1
0,33,3,39446,760,9,0.18,50000,3,0,0,0.152,0,1
0,28,2,25842,703,6,0.29,200000,0,0,0,0.168,0,0
1,60,3,38797,625,37,0.32,150000,2,0,1,0.112,1,1
1,38,4,53162,722,16,0.31,100000,1,0,1,0.179,1,1
1,32,2,25732,748,9,0.23,300000,4,0,1,0.204,1,1
0,27,2,24580,689,5,0.28,250000,0,0,0,0.168,0,0
0,44,3,40537,737,21,0.37,250000,3,0,1,0.02,0,1
0,48,2,24219,651,25,0.32,200000,1,0,1,0.188,0,1
1,27,4,53490,714,3,0.2,200000,0,0,1,0.196,1,1
0,59,2,24378,593,36,0.07,200000,0,0,0,0.352,0,0
0,23,1,20000,704,1,0.27,50000,1,0,0,0.202,0,0
1,43,4,52977,719,20,0.31,250000,1,0,1,0.275,1,1
1,41,3,38470,619,18,0.17,250000,1,1,1,0.166,0,0
0,46,1,20000,753,24,0.25,200000,3,0,1,0.304,0,1
0,36,4,51169,731,14,0.23,250000,1,0,1,0.124,1,1
0,50,2,24232,641,27,0.26,150000,1,0,1,0.24,0,1
1,29,2,25394,716,7,0.21,150000,2,0,0,0.267,1,1
0,58,4,50921,645,35,0.34,300000,2,0,1,0.255,0,1
1,54,2,26281,633,31,0.26,150000,0,1,1,0.373,0,0
1,43,1,20000,616,20,0.19,200000,2,0,1,0.153,0,0
1,26,2,24366,624,4,0.31,150000,1,0,1,0.313,0,0
0,60,3,37480,714,36,0.16,200000,0,0,1,0.292,0,1
0,39,1,20000,675,15,0.34,200000,0,0,0,0.204,0,0
1,59,2,27434,721,36,0.32,200000,0,0,1,0.347,1,1
1,58,3,39637,534,35,0.35,150000,1,0,1,0.188,0,0
0,51,2,27582,658,29,0.24,100000,0,0,1,0.202,0,1
1,52,3,38118,669,28,0.22,200000,1,0,0,0.2,1,1
0,31,4,51865,702,7,0.26,250000,2,1,0,0.098,0,1
1,36,2,26034,681,12,0.24,50000,2,0,1,0.261,1,1
1,63,2,24215,692,41,0.2,100000,2,0,1,0.248,1,1
1,65,2,24724,684,43,0.21,50000,2,1,0,0.192,1,1
1,39,3,38839,664,17,0.22,250000,3,0,1,0.341,1,1
0,44,3,37711,668,21,0.17,200000,3,0,0,0.165,0,1
1,54,2,25887,677,32,0.3,300000,3,1,1,0.062,0,0
1,37,2,27614,707,14,0.25,150000,0,1,0,0.352,0,0
0,59,2,25825,684,36,0.23,150000,0,0,1,0.281,0,1
1,56,2,27926,636,33,0.17,200000,1,0,1,0.25,1,1
1,55,2,24984,633,32,0.17,100000,1,0,0,0.173,1,1
0,49,3,38158,718,27,0.39,150000,0,0,1,0.227,0,1
0,23,2,25106,721,1,0.21,150000,0,0,0,0.099,0,0
1,51,3,37390,748,27,0.29,100000,4,0,1,0.182,1,1
0,34,2,25070,652,10,0.26,150000,1,0,1,0.128,0,0
0,62,2,24391,576,39,0.06,50000,1,0,1,0.221,0,1
1,37,1,20000,690,13,0.38,100000,0,0,0,0.274,0,0
1,26,3,37384,650,2,0.3,100000,2,0,0,0.116,0,0
0,49,1,20000,664,25,0.2,200000,1,0,1,0.258,0,0
0,60,1,20000,678,37,0.25,100000,0,1,0,0.216,0,0
1,41,2,25282,710,17,0.17,150000,4,0,1,0.255,1,1
0,45,3,39651,739,23,0.38,50000,2,0,0,0.181,0,1
0,48,1,20000,734,25,0.19,150000,2,0,0,0.256,0,1
1,51,1,20000,742,29,0.21,150000,4,0,0,0.144,1,1
1,48,3,37398,695,25,0.2,250000,1,0,1,0.065,1,1
1,47,3,39147,597,25,0.26,200000,2,0,1,0.084,1,1
0,28,2,27572,646,4,0.35,100000,0,0,0,0.16,0,0
1,63,3,37382,767,40,0.38,100000,2,1,0,0.071,1,1
0,59,2,26754,688,37,0.22,100000,0,0,0,0.324,0,1
0,26,3,40263,809,3,0.28,300000,0,0,0,0.193,0,1
0,44,3,40651,669,22,0.26,200000,1,0,1,0.274,0,1
1,49,1,20000,797,25,0.18,50000,0,0,1,0.263,1,1
0,55,3,40825,689,32,0.42,100000,1,0,1,0.201,0,1
1,36,2,27673,656,13,0.35,150000,1,1,1,0.483,0,0
0,53,2,27416,640,31,0.26,100000,2,0,1,0.434,0,1
1,47,3,39057,726,25,0.36,200000,0,0,1,0.311,1,1
1,52,4,52311,622,28,0.33,150000,0,0,1,0.128,1,1
0,40,1,20000,639,18,0.26,150000,2,0,1,0.315,0,0
1,30,1,20000,667,8,0.27,150000,2,0,0,0.06,0,0
1,50,1,20000,545,28,0.36,100000,0,0,1,0.312,0,0
0,60,4,52809,694,36,0.18,150000,1,0,1,0.02,1,1
0,25,3,40642,784,1,0.37,200000,2,0,1,0.174,0,1
0,24,3,39242,713,1,0.23,150000,0,0,1,0.297,0,1
0,50,1,20000,633,26,0.36,150000,1,0,0,0.231,0,0
1,32,3,38430,663,10,0.25,250000,1,0,0,0.082,1,1
1,54,3,40367,708,31,0.27,100000,3,0,1,0.214,1,1
1,59,3,38913,661,35,0.25,150000,0,0,1,0.231,1,1
1,32,2,26144,705,8,0.21,150000,1,0,1,0.216,1,1
0,48,1,20000,640,26,0.23,200000,3,0,0,0.167,0,0
0,54,2,27710,623,32,0.35,50000,1,0,0,0.268,0,0
1,42,3,37757,754,18,0.09,200000,1,0,1,0.292,1,1
1,60,1,20000,708,37,0.16,50000,0,0,1,0.188,1,1
0,52,3,37990,586,30,0.2,50000,4,1,1,0.322,0,0
1,59,2,26124,661,35,0.17,200000,3,0,1,0.187,1,1
0,23,3,38912,747,0,0.36,200000,2,0,1,0.161,0,1
1,48,2,25739,670,26,0.34,250000,0,0,1,0.309,1,1
0,57,1,20000,638,34,0.29,150000,0,1,0,0.306,0,0
1,32,2,27217,666,9,0.21,150000,1,0,0,0.15,0,0
0,39,2,24660,686,16,0.34,200000,0,0,1,0.139,0,1
0,22,1,20000,660,0,0.14,100000,2,0,0,0.341,0,0
0,56,3,38134,685,34,0.4,50000,2,0,1,0.192,0,1
0,56,1,20000,661,34,0.2,100000,3,0,1,0.2,0,1
0,52,2,27712,626,29,0.23,100000,0,0,0,0.18,0,0
0,49,1,20000,613,26,0.22,100000,2,0,0,0.306,0,0
1,60,1,20000,610,38,0.17,300000,2,0,0,0.372,0,0
0,22,2,27368,685,0,0.38,200000,1,0,1,0.206,0,0
0,46,1,20000,702,24,0.31,300000,3,0,0,0.393,0,0
1,64,2,25672,628,41,0.34,300000,0,0,0,0.156,1,1
0,59,1,20000,587,35,0.16,150000,2,0,1,0.177,0,0
0,41,3,40405,642,17,0.26,100000,4,0,0,0.254,0,1
0,24,1,20000,747,1,0.29,150000,1,0,0,0.135,0,0
1,23,1,20000,652,1,0.27,250000,1,0,0,0.253,0,0
1,39,2,24670,668,17,0.17,150000,0,0,0,0.159,0,0
0,65,4,51751,656,43,0.33,150000,2,0,1,0.076,0,1
0,31,3,37537,721,9,0.26,100000,2,0,1,0.061,0,1
1,26,3,38821,683,3,0.18,150000,0,0,0,0.174,1,1
0,30,1,20000,630,6,0.12,150000,2,0,1,0.233,0,0
0,23,3,37429,633,0,0.29,150000,3,0,0,0.091,0,0
1,55,1,20000,690,32,0.42,250000,3,0,1,0.214,1,1
